id frame_id y x conf
93 8.0 0.0386479 1.119778 0.901437
94 8.0 0.318934 1.372522 0.927128
95 8.0 0.187487 0.958578 0.908108
96 8.0 0.872992 1.488144 0.882697
97 9.0 0.874644 1.497078 0.888741
98 9.0 0.189147 0.958554 0.909315
99 9.0 0.317941 1.372118 0.92368
100 9.0 0.0397974 1.12052 0.899205
101 9.0 0.659468 0.26204 0.917049
102 9.0 0.508025 1.55255 0.930112
103 9.0 0.865364 0.577296 0.936703
104 9.0 0.383307 1.804708 0.930845
105 9.0 0.222222 0.919962 0.917611
106 9.0 0.899903 1.076978 0.935048
107 9.0 0.34867 0.63927 0.942589
108 9.0 0.635193 0.669312 0.92937
109 10.0 0.899964 1.077014 0.936076
110 10.0 0.348969 0.639736 0.943833
111 10.0 0.875634 1.49812 0.897101
112 10.0 0.191141 0.958538 0.90775
113 10.0 0.315944 1.371382 0.91826
114 10.0 0.0408157 1.121032 0.899756
115 10.0 0.660215 0.26187 0.918839
116 10.0 0.508288 1.552528 0.928068
117 10.0 0.865155 0.57723 0.937995
118 10.0 0.635124 0.670086 0.930986
119 10.0 0.383399 1.804702 0.931168
120 10.0 0.222094 0.92003 0.916944
121 11.0 0.899991 1.077026 0.936662
122 11.0 0.383528 1.804626 0.931024
123 11.0 0.63467 0.670612 0.931822
124 11.0 0.865162 0.577246 0.938619
125 11.0 0.507969 1.55248 0.928104
126 11.0 0.660885 0.262148 0.921346
127 11.0 0.0415062 1.121358 0.900038
128 11.0 0.315271 1.370758 0.916776
129 11.0 0.192456 0.95843 0.908642
130 11.0 0.875485 1.497786 0.905115
131 11.0 0.222703 0.920322 0.916369
132 11.0 0.349263 0.639704 0.945162
133 12.0 0.899981 1.07704 0.937156
134 12.0 0.223491 0.919992 0.914141
135 12.0 0.875027 1.499118 0.912513
136 12.0 0.193201 0.957864 0.9082
137 12.0 0.313901 1.369798 0.914441
138 12.0 0.0418729 1.121544 0.899784
139 12.0 0.660928 0.262492 0.921884
140 12.0 0.507599 1.55244 0.928329
141 12.0 0.865214 0.57744 0.939157
142 12.0 0.349301 0.6396 0.945141
143 12.0 0.383464 1.804732 0.93146
144 12.0 0.634388 0.6711 0.934173
145 13.0 0.194092 0.95723 0.913164
146 13.0 0.31299 1.368704 0.91414
147 13.0 0.0420574 1.121476 0.900383
148 13.0 0.660959 0.262852 0.921992
149 13.0 0.507409 1.552392 0.927969
150 13.0 0.865198 0.577328 0.939084
151 13.0 0.634309 0.671688 0.936351
152 13.0 0.382994 1.80521 0.932918
153 13.0 0.349238 0.63961 0.945304
154 13.0 0.223777 0.918666 0.918655
155 13.0 0.874985 1.50081 0.917088
156 13.0 0.899785 1.0771 0.93776
157 14.0 0.633983 0.672104 0.937061
158 14.0 0.349269 0.639726 0.945662
159 14.0 0.195114 0.956848 0.915633
160 14.0 0.311659 1.368488 0.913759
161 14.0 0.0421149 1.121338 0.899575
162 14.0 0.661222 0.262704 0.922211
163 14.0 0.875192 1.501212 0.919382
164 14.0 0.865209 0.577438 0.939588
165 14.0 0.383056 1.806178 0.93213
166 14.0 0.223818 0.917434 0.91457
167 14.0 0.899565 1.07731 0.938805
168 14.0 0.507314 1.552442 0.926817
169 15.0 0.223685 0.91665 0.912881
170 15.0 0.34943 0.63963 0.946987
171 15.0 0.874929 1.501262 0.91921
172 15.0 0.196726 0.956342 0.918135
173 15.0 0.310921 1.367816 0.911883
174 15.0 0.0418665 1.120856 0.896491
175 15.0 0.661307 0.262578 0.922649
176 15.0 0.507034 1.552434 0.927962
177 15.0 0.865154 0.577234 0.94048
178 15.0 0.633761 0.672596 0.938006
179 15.0 0.383539 1.807044 0.933705
180 15.0 0.899356 1.077704 0.940103
181 16.0 0.899396 1.077786 0.940638
182 16.0 0.874984 1.501364 0.920653
183 16.0 0.198233 0.956144 0.916427
184 16.0 0.310166 1.367192 0.911812
185 16.0 0.0410761 1.119748 0.891462
186 16.0 0.661342 0.262498 0.924148
187 16.0 0.349504 0.63949 0.947612
188 16.0 0.864917 0.577418 0.940553
189 16.0 0.633434 0.67325 0.938968
190 16.0 0.383705 1.806572 0.935957
191 16.0 0.224095 0.916422 0.913358
192 16.0 0.506696 1.552428 0.927925
193 17.0 0.199005 0.95605 0.91273
194 17.0 0.349491 0.639436 0.947871
195 17.0 0.899437 1.077758 0.940906
196 17.0 0.383601 1.805988 0.93879
197 17.0 0.632807 0.674098 0.939413
198 17.0 0.864813 0.577574 0.940885
199 17.0 0.506244 1.55215 0.928332
200 17.0 0.66132 0.262572 0.925268
201 17.0 0.0398543 1.117804 0.882576
202 17.0 0.309829 1.366664 0.91143
203 17.0 0.87477 1.501022 0.920856
204 17.0 0.225073 0.916296 0.914573
205 18.0 0.0379667 1.113408 0.886108
206 18.0 0.308218 1.366672 0.911096
207 18.0 0.34946 0.63953 0.947912
208 18.0 0.661289 0.262668 0.925763
209 18.0 0.505894 1.552 0.928214
210 18.0 0.864886 0.577242 0.940795
211 18.0 0.632134 0.674646 0.939041
212 18.0 0.383483 1.805844 0.939376
213 18.0 0.225729 0.916408 0.916147
214 18.0 0.201 0.956334 0.911911
215 18.0 0.874644 1.5009 0.920789
216 18.0 0.899457 1.077692 0.940964
217 19.0 0.631788 0.674938 0.938693
218 19.0 0.865044 0.577132 0.941458
219 19.0 0.505874 1.551844 0.928227
220 19.0 0.661293 0.262736 0.925757
221 19.0 0.0369052 1.11181 0.89232
222 19.0 0.307018 1.366358 0.910255
223 19.0 0.202004 0.956708 0.905428
224 19.0 0.874992 1.502592 0.922769
225 19.0 0.899364 1.077716 0.941092
226 19.0 0.383595 1.805746 0.939261
227 19.0 0.225941 0.916082 0.916344
228 19.0 0.349547 0.639404 0.947915
229 20.0 0.87459 1.503396 0.923239
230 20.0 0.20391 0.9573 0.910109
231 20.0 0.304942 1.365358 0.910889
232 20.0 0.0388432 1.112466 0.864372
233 20.0 0.66141 0.262694 0.926732
234 20.0 0.505464 1.55194 0.928377
235 20.0 0.631465 0.675416 0.937826
236 20.0 0.383516 1.805762 0.940302
237 20.0 0.226225 0.915588 0.913908
238 20.0 0.89929 1.07783 0.941612
239 20.0 0.349553 0.639222 0.948135
240 20.0 0.865016 0.57728 0.941727
241 21.0 0.874844 1.50386 0.919464
242 21.0 0.205312 0.95684 0.911654
243 21.0 0.0439273 1.116082 0.833533
244 21.0 0.661567 0.262766 0.927588
245 21.0 0.505588 1.551892 0.929824
246 21.0 0.864558 0.578142 0.943002
247 21.0 0.631552 0.675904 0.939204
248 21.0 0.383497 1.805772 0.940617
249 21.0 0.226149 0.914746 0.910736
250 21.0 0.899323 1.077926 0.942123
251 21.0 0.349543 0.639178 0.948623
252 21.0 0.305386 1.364914 0.917099
253 22.0 0.873988 1.504892 0.923133
254 22.0 0.206374 0.956404 0.909139
255 22.0 0.303521 1.364384 0.91907
256 22.0 0.04756 1.11893 0.824522
257 22.0 0.661695 0.2627 0.92802
258 22.0 0.505662 1.551872 0.928988
259 22.0 0.226619 0.914286 0.908757
260 22.0 0.631336 0.676312 0.94134
261 22.0 0.383458 1.805932 0.941139
262 22.0 0.899351 1.077982 0.942218
263 22.0 0.349601 0.639248 0.949269
264 22.0 0.864249 0.578318 0.943259
265 23.0 0.661879 0.262616 0.92856
266 23.0 0.874278 1.505528 0.930074
267 23.0 0.207209 0.956054 0.906002
268 23.0 0.302437 1.363742 0.920237
269 23.0 0.0499228 1.121056 0.819998
270 23.0 0.505646 1.551832 0.927992
271 23.0 0.349648 0.639154 0.949396
272 23.0 0.631014 0.676712 0.941901
273 23.0 0.383444 1.806044 0.941115
274 23.0 0.226961 0.913946 0.906645
275 23.0 0.899453 1.077994 0.942397
276 23.0 0.864182 0.578594 0.943485
277 24.0 0.873544 1.50559 0.930761
278 24.0 0.301479 1.363338 0.92191
279 24.0 0.662122 0.262552 0.929649
280 24.0 0.505926 1.551778 0.928034
281 24.0 0.864084 0.578174 0.943914
282 24.0 0.0592113 1.128784 0.864911
283 24.0 0.383356 1.806148 0.941449
284 24.0 0.630795 0.677028 0.942656
285 24.0 0.349697 0.639082 0.949757
286 24.0 0.899497 1.078028 0.942794
287 24.0 0.208786 0.95543 0.903528
288 24.0 0.227528 0.913512 0.905041
289 25.0 0.0663998 1.134824 0.881163
290 25.0 0.210537 0.955238 0.904682
291 25.0 0.662262 0.262524 0.92984
292 25.0 0.506056 1.551768 0.928557
293 25.0 0.864361 0.57787 0.943447
294 25.0 0.630554 0.67709 0.942282
295 25.0 0.383401 1.806218 0.941389
296 25.0 0.873659 1.50527 0.930503
297 25.0 0.228176 0.913278 0.904368
298 25.0 0.899663 1.078114 0.942845
299 25.0 0.300111 1.362724 0.922605
300 25.0 0.349705 0.639076 0.949641
301 26.0 0.0739569 1.139086 0.88039
302 26.0 0.662438 0.262478 0.930235
303 26.0 0.211854 0.955646 0.903925
304 26.0 0.298886 1.362184 0.925023
305 26.0 0.349785 0.638902 0.9496
306 26.0 0.899604 1.07824 0.942989
307 26.0 0.22776 0.913744 0.900775
308 26.0 0.383447 1.806298 0.941501
309 26.0 0.630296 0.677248 0.94298
310 26.0 0.864231 0.578212 0.944594
311 26.0 0.50506 1.551932 0.929592
312 26.0 0.873731 1.505404 0.931375
313 27.0 0.874044 1.50539 0.931358
314 27.0 0.503093 1.551918 0.930656
315 27.0 0.297283 1.361796 0.926015
316 27.0 0.110706 1.14179 0.879099
317 27.0 0.662702 0.26243 0.930651
318 27.0 0.864278 0.578752 0.944614
319 27.0 0.629875 0.67745 0.94413
320 27.0 0.227099 0.912944 0.889935
321 27.0 0.899521 1.078396 0.942974
322 27.0 0.349748 0.638978 0.949716
323 27.0 0.213332 0.955248 0.904349
324 27.0 0.383503 1.806402 0.941607
325 28.0 0.349735 0.639006 0.949558
326 28.0 0.158487 1.144212 0.866437
327 28.0 0.899499 1.078492 0.94305
328 28.0 0.224964 0.91263 0.883388
329 28.0 0.383561 1.806466 0.941414
330 28.0 0.62948 0.677482 0.944043
331 28.0 0.864328 0.57872 0.944433
332 28.0 0.502642 1.552364 0.932136
333 28.0 0.662935 0.262376 0.930824
334 28.0 0.295863 1.361446 0.927435
335 28.0 0.214953 0.954952 0.905369
336 28.0 0.874007 1.505748 0.929727
337 29.0 0.663278 0.262336 0.931074
338 29.0 0.21072 1.146558 0.862665
339 29.0 0.502394 1.552464 0.931277
340 29.0 0.21678 0.954662 0.909502
341 29.0 0.294522 1.360922 0.926202
342 29.0 0.864697 0.578868 0.943781
343 29.0 0.899504 1.07845 0.943235
344 29.0 0.383577 1.806622 0.941336
345 29.0 0.221945 0.912094 0.889459
346 29.0 0.349743 0.639016 0.950127
347 29.0 0.873635 1.505152 0.926703
348 29.0 0.629084 0.677694 0.943966
349 30.0 0.502641 1.552648 0.929934
350 30.0 0.217804 0.91196 0.892004
351 30.0 0.383628 1.806712 0.941424
352 30.0 0.628751 0.677884 0.944937
353 30.0 0.864667 0.578952 0.943511
354 30.0 0.663505 0.26231 0.931031
355 30.0 0.873467 1.504878 0.926028
356 30.0 0.293171 1.360132 0.925161
357 30.0 0.218401 0.954586 0.911019
358 30.0 0.34973 0.638964 0.95019
359 30.0 0.265159 1.149376 0.866561
360 30.0 0.899521 1.078366 0.943121
361 31.0 0.864222 0.57865 0.939986
362 31.0 0.349688 0.638874 0.950282
363 31.0 0.899532 1.078382 0.943026
364 31.0 0.212072 0.91256 0.898529
365 31.0 0.628468 0.678162 0.946574
366 31.0 0.502942 1.552646 0.927841
367 31.0 0.663775 0.26234 0.931412
368 31.0 0.319339 1.145154 0.877048
369 31.0 0.292032 1.358916 0.926392
370 31.0 0.383638 1.806848 0.941799
371 31.0 0.87326 1.504858 0.926017
372 31.0 0.219238 0.954368 0.917594
373 32.0 0.502795 1.552446 0.928188
374 32.0 0.864303 0.578636 0.943935
375 32.0 0.628174 0.67842 0.946778
376 32.0 0.205677 0.912704 0.887985
377 32.0 0.899448 1.078466 0.943058
378 32.0 0.349627 0.638824 0.949571
379 32.0 0.383603 1.807012 0.941446
380 32.0 0.373813 1.14016 0.881851
381 32.0 0.29097 1.3584 0.92779
382 32.0 0.220487 0.953978 0.919171
383 32.0 0.873254 1.50495 0.926179
384 32.0 0.66404 0.26236 0.931159
385 33.0 0.349543 0.638808 0.949872
386 33.0 0.899524 1.078498 0.942572
387 33.0 0.198354 0.912604 0.883555
388 33.0 0.383641 1.807266 0.941617
389 33.0 0.628074 0.678648 0.947155
390 33.0 0.221489 0.953542 0.917914
391 33.0 0.289703 1.358236 0.926911
392 33.0 0.415206 1.12961 0.882186
393 33.0 0.664286 0.26232 0.930445
394 33.0 0.87359 1.504968 0.927396
395 33.0 0.863616 0.578654 0.941584
396 33.0 0.501976 1.552226 0.92757
397 34.0 0.899649 1.078534 0.942337
398 34.0 0.349661 0.638838 0.949178
399 34.0 0.873355 1.505022 0.930461
400 34.0 0.222237 0.953408 0.922445
401 34.0 0.448796 1.118134 0.898643
402 34.0 0.664306 0.262314 0.929958
403 34.0 0.289149 1.358246 0.927303
404 34.0 0.863367 0.578664 0.941306
405 34.0 0.628016 0.678792 0.946811
406 34.0 0.383638 1.807388 0.941597
407 34.0 0.191557 0.912808 0.889319
408 34.0 0.501321 1.551848 0.926967
409 35.0 0.664495 0.26237 0.930315
410 35.0 0.872995 1.505222 0.932339
411 35.0 0.223357 0.953058 0.923546
412 35.0 0.288098 1.358148 0.928637
413 35.0 0.491118 1.111252 0.913298
414 35.0 0.500613 1.551516 0.924865
415 35.0 0.349644 0.638898 0.949386
416 35.0 0.627808 0.679092 0.947268
417 35.0 0.383651 1.807574 0.941875
418 35.0 0.185551 0.91336 0.884938
419 35.0 0.899564 1.07871 0.943061
420 35.0 0.8625 0.578916 0.943338
421 36.0 0.349709 0.638856 0.949941
422 36.0 0.899473 1.078872 0.943666
423 36.0 0.872815 1.505256 0.932477
424 36.0 0.17864 0.91342 0.884219
425 36.0 0.383643 1.80786 0.941893
426 36.0 0.627594 0.679276 0.947796
427 36.0 0.862354 0.579046 0.943452
428 36.0 0.500138 1.551422 0.92217
429 36.0 0.664808 0.262384 0.929739
430 36.0 0.53982 1.106934 0.897484
431 36.0 0.286577 1.358156 0.929625
432 36.0 0.224293 0.952896 0.92464
433 37.0 0.873046 1.505336 0.933447
434 37.0 0.22512 0.953148 0.923986
435 37.0 0.285539 1.35786 0.928664
436 37.0 0.589147 1.102214 0.89166
437 37.0 0.665067 0.262394 0.929158
438 37.0 0.499195 1.551372 0.920631
439 37.0 0.171832 0.913618 0.887702
440 37.0 0.627425 0.679362 0.948226
441 37.0 0.383691 1.808098 0.941365
442 37.0 0.899471 1.078978 0.942021
443 37.0 0.349675 0.638752 0.950334
444 37.0 0.862172 0.579014 0.943135
445 38.0 0.665283 0.262348 0.928197
446 38.0 0.226173 0.952544 0.926196
447 38.0 0.284178 1.357718 0.927847
448 38.0 0.638541 1.097766 0.871714
449 38.0 0.862155 0.579128 0.942557
450 38.0 0.49812 1.551524 0.920502
451 38.0 0.38372 1.808216 0.940972
452 38.0 0.627331 0.679582 0.948745
453 38.0 0.349721 0.638642 0.949801
454 38.0 0.873181 1.505262 0.933364
455 38.0 0.166109 0.914552 0.877828
456 38.0 0.899383 1.07899 0.941758
457 39.0 0.899245 1.079036 0.941672
458 39.0 0.226987 0.952036 0.92582
459 39.0 0.283775 1.358024 0.926118
460 39.0 0.873219 1.505448 0.93335
461 39.0 0.665433 0.262294 0.927317
462 39.0 0.497305 1.55153 0.920745
463 39.0 0.862097 0.579248 0.941934
464 39.0 0.627032 0.679912 0.94739
465 39.0 0.383794 1.808266 0.94079
466 39.0 0.16021 0.91334 0.869603
467 39.0 0.687984 1.093428 0.87041
468 39.0 0.349771 0.638662 0.948966
469 40.0 0.151415 0.913184 0.879062
470 40.0 0.383888 1.808254 0.940261
471 40.0 0.626577 0.680464 0.946917
472 40.0 0.862274 0.57948 0.943894
473 40.0 0.496164 1.551214 0.91879
474 40.0 0.66554 0.262268 0.927089
475 40.0 0.715065 1.090828 0.886332
476 40.0 0.281661 1.357334 0.923252
477 40.0 0.228493 0.952102 0.923992
478 40.0 0.873339 1.505582 0.933525
479 40.0 0.349781 0.63856 0.946391
480 40.0 0.899131 1.079042 0.942638
481 41.0 0.665579 0.26228 0.927403
482 41.0 0.494835 1.551128 0.916174
483 41.0 0.280029 1.357202 0.92024
484 41.0 0.736072 1.09038 0.888611
485 41.0 0.143732 0.914034 0.894883
486 41.0 0.383989 1.808302 0.939998
487 41.0 0.626165 0.681014 0.948112
488 41.0 0.86254 0.579214 0.941157
489 41.0 0.229921 0.951768 0.92712
490 41.0 0.873204 1.505826 0.933366
491 41.0 0.899136 1.079146 0.943518
492 41.0 0.349723 0.638522 0.946974
493 42.0 0.279762 1.357602 0.911378
494 42.0 0.665619 0.262314 0.927042
495 42.0 0.492912 1.551112 0.91599
496 42.0 0.862611 0.57938 0.941663
497 42.0 0.625928 0.681394 0.948012
498 42.0 0.872907 1.5059 0.932719
499 42.0 0.898943 1.079392 0.943636
500 42.0 0.755937 1.089756 0.904667
501 42.0 0.231176 0.951632 0.927257
502 42.0 0.136734 0.913596 0.904684
503 42.0 0.384059 1.808396 0.939941
504 42.0 0.349792 0.63849 0.947321
505 43.0 0.898733 1.079342 0.941338
506 43.0 0.349894 0.63841 0.947509
507 43.0 0.130526 0.913704 0.896697
508 43.0 0.384066 1.808506 0.939755
509 43.0 0.625655 0.681636 0.947641
510 43.0 0.86251 0.57964 0.941326
511 43.0 0.491461 1.550936 0.915034
512 43.0 0.232399 0.95168 0.92849
513 43.0 0.665638 0.262308 0.926679
514 43.0 0.77504 1.090922 0.90209
515 43.0 0.278407 1.356946 0.911035
516 43.0 0.872723 1.506058 0.932425
517 44.0 0.862572 0.579708 0.939684
518 44.0 0.898942 1.07921 0.938365
519 44.0 0.123857 0.913816 0.900115
520 44.0 0.384085 1.808552 0.940249
521 44.0 0.625415 0.681786 0.948005
522 44.0 0.49077 1.550668 0.915986
523 44.0 0.665878 0.262198 0.92762
524 44.0 0.793962 1.091666 0.893804
525 44.0 0.276044 1.356522 0.916233
526 44.0 0.233666 0.951576 0.930298
527 44.0 0.872679 1.506138 0.932729
528 44.0 0.350056 0.638428 0.946822
529 45.0 0.384131 1.808648 0.940069
530 45.0 0.625047 0.682128 0.948268
531 45.0 0.862547 0.579812 0.940493
532 45.0 0.489721 1.550426 0.916749
533 45.0 0.666657 0.261934 0.930658
534 45.0 0.350198 0.638456 0.946218
535 45.0 0.274573 1.356094 0.922532
536 45.0 0.234544 0.951244 0.93072
537 45.0 0.872689 1.506194 0.933196
538 45.0 0.89882 1.079356 0.940825
539 45.0 0.809758 1.092768 0.911482
540 45.0 0.117163 0.913836 0.899681
541 46.0 0.862329 0.579906 0.942599
542 46.0 0.624765 0.682272 0.948304
543 46.0 0.89908 1.079456 0.94126
544 46.0 0.350305 0.638442 0.946074
545 46.0 0.87278 1.506132 0.933378
546 46.0 0.235559 0.95072 0.928004
547 46.0 0.384185 1.80878 0.939925
548 46.0 0.109331 0.914346 0.907798
549 46.0 0.489245 1.550328 0.915843
550 46.0 0.66725 0.26192 0.935466
551 46.0 0.815173 1.093352 0.91292
552 46.0 0.273655 1.355872 0.924797
553 47.0 0.624573 0.682426 0.948244
554 47.0 0.862095 0.579792 0.941903
555 47.0 0.103232 0.914198 0.911586
556 47.0 0.667467 0.261946 0.938076
557 47.0 0.817111 1.093078 0.910558
558 47.0 0.27247 1.355528 0.923714
559 47.0 0.236535 0.950566 0.9286
560 47.0 0.384312 1.808796 0.939614
561 47.0 0.488008 1.55034 0.916163
562 47.0 0.873038 1.506064 0.933634
563 47.0 0.899165 1.079498 0.940798
564 47.0 0.350335 0.63845 0.946001
565 48.0 0.35037 0.63854 0.946394
566 48.0 0.899071 1.079532 0.941025
567 48.0 0.0964641 0.913472 0.91484
568 48.0 0.384366 1.80884 0.939566
569 48.0 0.624373 0.682622 0.948789
570 48.0 0.862018 0.57976 0.94229
571 48.0 0.486744 1.550678 0.915118
572 48.0 0.667341 0.26206 0.939058
573 48.0 0.817493 1.09224 0.911742
574 48.0 0.271316 1.355066 0.923561
575 48.0 0.237433 0.95019 0.929667
576 48.0 0.873135 1.506084 0.933503
577 49.0 0.898945 1.079488 0.941915
578 49.0 0.23849 0.949986 0.929804
579 49.0 0.270679 1.354938 0.924548
580 49.0 0.816917 1.091854 0.914592
581 49.0 0.666847 0.26215 0.940721
582 49.0 0.485246 1.551586 0.914805
583 49.0 0.861801 0.579846 0.942629
584 49.0 0.62421 0.68274 0.949179
585 49.0 0.384446 1.80884 0.939671
586 49.0 0.0897227 0.913116 0.914299
587 49.0 0.873115 1.506172 0.932136
588 49.0 0.350397 0.638498 0.946731
589 50.0 0.350377 0.638498 0.946446
590 50.0 0.23928 0.949852 0.928847
591 50.0 0.270073 1.354844 0.924989
592 50.0 0.816359 1.092482 0.917766
593 50.0 0.873155 1.50631 0.933115
594 50.0 0.666586 0.262212 0.941099
595 50.0 0.484741 1.551712 0.918918
596 50.0 0.861656 0.580038 0.942774
597 50.0 0.899088 1.079432 0.942345
598 50.0 0.0840918 0.914602 0.908275
599 50.0 0.384579 1.80891 0.939914
600 50.0 0.624027 0.68287 0.949433
601 51.0 0.873261 1.506534 0.933845
602 51.0 0.240542 0.949386 0.927838
603 51.0 0.899171 1.079464 0.941306
604 51.0 0.815436 1.093674 0.915052
605 51.0 0.268748 1.35469 0.924041
606 51.0 0.0782567 0.915106 0.897412
607 51.0 0.384546 1.809116 0.940539
608 51.0 0.350375 0.63848 0.945651
609 51.0 0.861537 0.580096 0.942522
610 51.0 0.484039 1.551304 0.922949
611 51.0 0.66641 0.262252 0.941385
612 51.0 0.623804 0.682976 0.949647
613 52.0 0.482583 1.551288 0.926226
614 52.0 0.873278 1.506796 0.933647
615 52.0 0.241867 0.948752 0.928988
616 52.0 0.267511 1.3543 0.924054
617 52.0 0.815314 1.094084 0.913399
618 52.0 0.66621 0.262228 0.941889
619 52.0 0.623594 0.68304 0.949748
620 52.0 0.384519 1.809282 0.940699
621 52.0 0.0689349 0.914916 0.895781
622 52.0 0.899324 1.079602 0.940474
623 52.0 0.350348 0.63829 0.945375
624 52.0 0.861706 0.580144 0.941608
625 53.0 0.4815 1.551042 0.929286
626 53.0 0.242339 0.948462 0.929146
627 53.0 0.266633 1.354088 0.924648
628 53.0 0.815313 1.094026 0.911352
629 53.0 0.666037 0.262292 0.942182
630 53.0 0.873276 1.506816 0.93408
631 53.0 0.861827 0.58021 0.941543
632 53.0 0.384346 1.809276 0.941444
633 53.0 0.0644449 0.914982 0.902334
634 53.0 0.899155 1.079756 0.939974
635 53.0 0.350155 0.63829 0.946282
636 53.0 0.623521 0.683 0.949936
637 54.0 0.873242 1.506804 0.934051
638 54.0 0.242631 0.948142 0.929695
639 54.0 0.266136 1.354058 0.926138
640 54.0 0.815142 1.094214 0.911408
641 54.0 0.665942 0.26237 0.941991
642 54.0 0.481507 1.55054 0.928845
643 54.0 0.623463 0.682936 0.950086
644 54.0 0.384247 1.809322 0.94159
645 54.0 0.0627877 0.915076 0.904535
646 54.0 0.898744 1.07989 0.938776
647 54.0 0.350043 0.638438 0.947339
648 54.0 0.861534 0.580314 0.941123
649 55.0 0.665836 0.26241 0.942039
650 55.0 0.242453 0.94801 0.930795
651 55.0 0.265203 1.35401 0.926741
652 55.0 0.873107 1.506846 0.934096
653 55.0 0.815426 1.094342 0.908491
654 55.0 0.481055 1.550364 0.929199
655 55.0 0.062047 0.915588 0.908393
656 55.0 0.62339 0.682874 0.950032
657 55.0 0.384217 1.80947 0.941784
658 55.0 0.898673 1.080108 0.936824
659 55.0 0.350162 0.638596 0.948902
660 55.0 0.861123 0.580326 0.941209
661 56.0 0.350146 0.638688 0.949684
662 56.0 0.898876 1.080196 0.935591
663 56.0 0.0617463 0.91612 0.910733
664 56.0 0.861076 0.580536 0.941214
